Cloud_Resource_ID,CPU_Utilization (%),Memory_Utilization (%),Network_Traffic (Mbps),Storage_Usage (GB),Auto-Scaling_Action,Scaling_Reason,Deep_Learning_Model,Model_Training_Time (hours),Model_Accuracy (%),Workload_Response_Time (ms),Auto-Scaling_Effectiveness,Auto-Scaling_Decision,Resource_Allocation (%),Auto-Scaling_Policy,Training_Data_Size (GB),Learning_Rate,Activation_Function,Loss_Function,Epochs_Trained
778,69.49444649,61.22901592,989.4672274,84.78365435,Scale Up,High CPU Usage,LSTM,8.388180306,80.54334769,38.18230897,54.95606333,No Action,10.04326782,Reactive,65.15962743,0.008902699,Tanh,MAE,61
779,21.87084754,29.61022831,10.25302084,801.9301524,Scale Up,High CPU Usage,RNN,20.40201456,68.27317011,48.43428682,45.5792024,No Action,93.10759493,Reactive,31.79120866,0.009070384,Leaky ReLU,MSE,90
780,83.78637646,87.69744881,632.5342523,498.0603181,No Action,High CPU Usage,RNN,22.551127,69.14625136,8.571027137,67.34588096,Scale Up,24.12120595,Reactive,38.42804377,0.003909701,Leaky ReLU,MAE,23
781,62.22703195,25.85560239,141.750493,826.347325,Scale Down,High Memory Usage,RNN,18.52902049,85.22714606,71.53447384,97.14495134,No Action,95.33935238,Predictive,33.24314263,0.009916879,Tanh,MSE,11
782,23.43405975,7.12892295,765.600846,33.65060275,Scale Up,High Memory Usage,GAN,14.63470164,75.91257648,7.883676102,9.089851596,Scale Down,19.16674144,Predictive,3.978005119,0.009749579,Leaky ReLU,MAE,68
783,32.27218064,73.48070386,927.8654717,652.0678176,Scale Up,High Network Traffic,CNN,19.83601275,82.54930711,28.6088231,1.226073657,Scale Down,1.900801303,Predictive,67.53176473,0.0050693,Sigmoid,Cross-Entropy,69
784,12.31013456,60.69780674,170.5750752,54.47758282,No Action,High CPU Usage,RNN,14.46853974,93.2879494,40.24890747,89.54775548,Scale Up,65.73820202,Threshold-based,5.778169581,0.009059421,Sigmoid,Cross-Entropy,66
785,89.76274493,98.08103209,331.2858086,776.0953046,Scale Up,High CPU Usage,CNN,15.37580133,56.48828853,5.580947243,25.93229374,No Action,29.90763647,Threshold-based,70.69313382,0.006737564,Leaky ReLU,MSE,36
786,92.87465076,1.270657536,236.8595794,142.0824162,Scale Down,High CPU Usage,LSTM,12.17089627,96.10985399,99.04855677,39.31145091,No Action,9.261029146,Predictive,99.00772757,0.003049433,Tanh,Cross-Entropy,83
787,0.861057382,56.27756348,203.2129213,576.1863963,Scale Up,High Network Traffic,LSTM,18.07832037,82.57365009,50.79215457,18.98235461,Scale Down,19.97975731,Reactive,57.18061719,0.002838927,Tanh,MSE,53
788,70.82685579,32.27969709,149.958625,281.0679794,Scale Up,High CPU Usage,CNN,5.479263754,51.12868046,64.00700603,18.88076945,Scale Up,86.00686483,Predictive,53.10666885,0.003007437,Tanh,MAE,16
789,27.33699419,81.8756707,572.2077987,175.3738748,No Action,High Memory Usage,GAN,4.357200445,95.46525174,56.76193568,25.41521454,Scale Up,93.14710922,Predictive,90.62540358,0.005948614,Sigmoid,MAE,21
790,9.636992594,82.30273902,393.1974611,472.6131745,No Action,High Network Traffic,RNN,20.46604561,74.01461377,99.52482199,53.88477409,Scale Up,2.154607206,Threshold-based,97.50834865,0.005305798,Tanh,Cross-Entropy,81
791,97.06565633,4.326899847,148.2170587,480.0123617,Scale Down,High Memory Usage,RNN,22.28771767,70.33858666,4.061585465,82.59383229,Scale Down,20.87928402,Threshold-based,28.62799926,0.007939702,Sigmoid,MAE,66
792,63.98935044,84.32050906,907.0939005,538.4575181,Scale Down,High Network Traffic,CNN,21.77280955,79.37040833,93.66525531,92.6960516,No Action,69.62066297,Predictive,25.72408112,0.00543534,Leaky ReLU,MSE,25
793,38.21487399,70.16818013,541.7062886,825.0254932,Scale Down,High Memory Usage,RNN,12.9302779,87.43124289,61.56331836,9.903485812,Scale Down,32.05836766,Reactive,22.34701575,0.00172825,Sigmoid,Cross-Entropy,49
794,32.9050489,18.21162227,723.4659563,447.9245097,Scale Up,High CPU Usage,LSTM,13.40889414,70.33460504,77.80590138,10.51320916,No Action,75.95125502,Threshold-based,8.570266746,0.002726187,ReLU,MAE,50
795,51.31561918,26.69194867,395.7477757,534.7171595,No Action,High Network Traffic,LSTM,22.21565338,75.662366,37.93512738,3.912816885,Scale Down,12.03116231,Reactive,79.6904381,0.005753263,ReLU,MSE,47
796,80.13610027,65.88206338,720.299291,450.0818508,Scale Up,High CPU Usage,GAN,17.75412053,71.69320628,5.283255985,38.77527615,Scale Up,53.90337222,Threshold-based,50.38786962,0.008578803,Sigmoid,Cross-Entropy,30
797,76.22966556,39.61399175,273.1442779,130.1391095,Scale Down,High Network Traffic,GAN,2.427864009,62.43951028,25.28593329,65.01377584,Scale Up,48.87493024,Reactive,91.71618563,0.003613123,Leaky ReLU,MSE,47
798,57.94538958,60.257706,535.2434099,387.6403062,Scale Up,High CPU Usage,GAN,1.45831994,69.23197981,60.34530084,18.00932337,Scale Up,82.19448551,Threshold-based,8.985278643,0.007631339,ReLU,MSE,61
799,67.10448418,92.10230329,270.2401168,52.44667223,Scale Down,High Memory Usage,LSTM,3.574412193,62.97230328,83.60765643,77.70602579,No Action,92.24600571,Reactive,34.05091268,0.007576312,ReLU,MSE,73
800,4.041403882,9.952566019,953.843129,605.531321,Scale Down,High CPU Usage,GAN,15.90043012,91.0320521,17.48303265,85.50060793,Scale Down,32.30879865,Predictive,52.3903,0.002831178,Leaky ReLU,MSE,51
801,68.96842401,96.05116509,365.7051082,436.43742,Scale Up,High CPU Usage,CNN,5.805916,89.29628003,41.52728968,0.680430895,Scale Up,3.654997502,Predictive,58.03590913,0.001303614,ReLU,Cross-Entropy,56
802,18.71049917,19.80175305,31.4544915,724.123699,Scale Up,High CPU Usage,RNN,9.691330946,79.30139092,48.07088085,2.156862377,No Action,0.827298715,Threshold-based,75.71503595,0.001498698,ReLU,Cross-Entropy,15
803,50.31124204,44.91675747,627.0288746,122.3540049,Scale Down,High Network Traffic,RNN,9.705206029,57.46784852,72.55049711,98.21351902,Scale Up,83.52288803,Threshold-based,74.31915734,0.004869066,Tanh,MAE,43
804,9.365736832,39.44164566,273.4315809,698.5461044,Scale Down,High Memory Usage,RNN,13.50638899,69.12935817,16.16527178,16.96680548,Scale Down,1.33980688,Predictive,92.21211405,0.009842232,ReLU,MSE,69
805,14.66942437,76.27335176,175.8130672,391.8554915,No Action,High Network Traffic,RNN,11.63842813,66.14152597,80.0780444,44.8082412,Scale Up,99.98165906,Predictive,62.90050608,0.006021683,Sigmoid,Cross-Entropy,70
806,99.8569891,10.61377522,517.3288971,930.731953,Scale Up,High Network Traffic,GAN,22.05602765,68.14423494,86.9884987,41.40740229,Scale Down,35.26550852,Reactive,36.46061371,0.005201076,Leaky ReLU,MSE,20
807,78.51001388,7.431883034,803.4329535,313.6045309,No Action,High Memory Usage,GAN,1.986325747,70.84143625,1.632554127,22.11703466,Scale Up,32.13096972,Threshold-based,73.90088306,0.005422839,Sigmoid,MAE,6
808,79.71085916,23.33204996,143.35113,88.94430072,Scale Up,High CPU Usage,GAN,20.52113785,71.38543525,42.1780445,33.3070465,Scale Down,65.59206717,Threshold-based,8.84656455,0.002266104,ReLU,MAE,24
809,21.0490189,70.25435459,381.9874744,618.7233881,Scale Up,High CPU Usage,LSTM,5.938877434,73.6739941,69.79350628,52.88112517,Scale Down,43.2774435,Threshold-based,68.53681863,0.003837187,Tanh,Cross-Entropy,33
810,13.99067031,70.0884409,808.0268513,666.2064288,Scale Down,High Memory Usage,RNN,21.88701154,65.791511,95.53303105,74.34641836,Scale Down,90.14256656,Threshold-based,88.45576005,0.009171895,Leaky ReLU,MSE,88
811,14.35134908,2.812793166,286.1017457,524.2827181,Scale Down,High CPU Usage,RNN,21.3858717,59.1661716,53.71456804,44.87888018,No Action,36.21500623,Reactive,27.13690032,0.007828817,Tanh,Cross-Entropy,60
812,25.27413154,93.04487231,369.2603697,197.989282,Scale Down,High Memory Usage,LSTM,14.86640185,69.13554972,31.91453191,31.21549939,Scale Up,40.95807118,Predictive,65.96045727,0.005108086,Leaky ReLU,Cross-Entropy,85
813,1.822164061,52.17239981,394.1546076,383.4931356,No Action,High Memory Usage,RNN,19.71177182,91.4047993,22.72024646,30.29589127,Scale Up,64.06786725,Reactive,87.96315574,0.008060047,Sigmoid,Cross-Entropy,92
814,64.25864537,54.52353447,574.0703679,214.2458155,Scale Down,High CPU Usage,CNN,14.17859992,83.44348564,55.68236218,45.18266675,Scale Down,64.1384397,Reactive,25.76501375,0.003526013,Sigmoid,Cross-Entropy,49
815,37.93420565,47.54731884,844.2603495,929.0665229,No Action,High CPU Usage,CNN,2.750103988,51.59100869,92.47641284,69.3070739,Scale Down,72.99255346,Reactive,38.03918162,0.001350358,ReLU,Cross-Entropy,96
816,76.01083558,5.521972845,1.543690248,894.0158257,Scale Up,High Network Traffic,GAN,8.554470237,79.83454391,22.42766264,45.51746442,No Action,32.35845053,Predictive,42.21754806,0.009863653,ReLU,MAE,6
817,4.093055635,18.58378504,732.5686818,913.0862117,No Action,High Network Traffic,RNN,19.10136446,90.80968447,37.62111508,10.40263574,Scale Down,22.09173153,Reactive,36.69229953,0.004451931,Tanh,MSE,87
818,37.2507866,3.982943843,757.0939395,207.4444344,Scale Up,High CPU Usage,LSTM,19.70872745,80.99562468,89.19253005,23.33020586,Scale Down,44.14066126,Predictive,26.95928678,0.008990749,ReLU,MSE,11
819,79.5560668,18.25341876,699.3950873,703.5359173,Scale Up,High Network Traffic,RNN,8.653120876,67.38189441,48.7401714,87.39377558,Scale Up,41.5690819,Reactive,58.04947637,0.004912823,Tanh,Cross-Entropy,81
820,22.48089499,90.00479759,516.2032051,901.3468393,Scale Up,High Memory Usage,GAN,8.572758417,52.94288251,83.03756914,33.69601753,No Action,64.61791582,Predictive,3.046925807,0.00168181,ReLU,MSE,59
821,89.25376211,96.00838702,742.289363,772.0222181,Scale Down,High Memory Usage,RNN,12.81858498,51.99169533,28.50377163,4.072672366,Scale Up,17.58901005,Predictive,34.44289436,0.001320854,Tanh,MSE,36
822,18.28553249,77.19362258,974.3233028,89.71014357,Scale Up,High Network Traffic,CNN,20.80995836,88.81301288,95.5257475,56.97620671,Scale Up,59.63186461,Threshold-based,8.436956729,0.003864445,Sigmoid,MSE,26
823,57.77508463,15.13880672,677.9561062,478.1716556,No Action,High CPU Usage,RNN,8.494816646,91.88714183,88.10721018,52.82514902,No Action,47.52305839,Threshold-based,30.13443208,0.008325147,Sigmoid,MSE,86
824,67.43705563,56.18723354,257.8977213,939.9415643,Scale Down,High CPU Usage,GAN,16.14058213,89.77215415,29.55863069,89.53069903,No Action,76.05431255,Reactive,8.827008596,0.005398574,Tanh,Cross-Entropy,25
825,0.745007391,97.72204852,141.1031853,64.40069997,Scale Up,High Network Traffic,RNN,21.31207126,95.63987277,7.647599382,13.46437931,No Action,91.10006669,Predictive,61.99357422,0.008125528,Sigmoid,MSE,43
826,43.74401486,13.99922411,522.0648243,548.291539,No Action,High CPU Usage,LSTM,9.901388048,80.4786203,45.49861234,20.42128267,No Action,95.82873332,Reactive,78.48173695,0.005304843,ReLU,MAE,37
827,35.54838485,18.69543869,184.6103731,263.6945586,Scale Down,High CPU Usage,LSTM,7.774610824,87.79880009,78.33756339,2.148400753,Scale Up,80.34891804,Threshold-based,33.64461408,0.001717767,ReLU,Cross-Entropy,21
828,24.62523731,21.65845154,689.5430484,723.0723297,Scale Up,High Network Traffic,LSTM,4.152265171,83.15492537,5.672643011,19.70844769,No Action,41.13589488,Predictive,16.02743678,0.005770475,ReLU,MAE,24
829,99.99093547,56.60811346,554.3114219,134.5458217,Scale Up,High Memory Usage,LSTM,9.731537729,86.26097051,30.86264771,23.36979689,Scale Up,22.57450304,Reactive,50.26679505,0.002478841,Tanh,MSE,82
830,86.36585362,70.85519865,705.7057958,20.85188823,Scale Down,High Memory Usage,LSTM,22.1609921,94.71397546,19.95610147,40.8758457,No Action,9.481327497,Predictive,58.69043764,0.004212037,Tanh,MSE,7
831,13.80747076,87.5475297,906.7637876,923.4755236,Scale Down,High CPU Usage,CNN,10.87812107,80.01855824,74.96437397,28.95263324,No Action,56.84204556,Predictive,75.07152071,0.002242301,Tanh,MSE,54
832,37.70933177,39.07085578,112.0884813,445.344907,Scale Up,High Network Traffic,GAN,3.434666572,62.80205199,50.18608331,40.98278363,Scale Down,16.40153851,Reactive,88.58723736,0.008213766,Leaky ReLU,MSE,2
833,95.20551298,39.41954943,839.6364273,973.1736596,Scale Down,High Memory Usage,LSTM,12.47203681,50.42806933,73.63640011,89.23767546,No Action,32.0069051,Threshold-based,66.99861727,0.002957097,ReLU,MSE,20
834,8.340054242,61.60212855,243.6213046,841.7004515,Scale Up,High Memory Usage,LSTM,4.688925373,92.29212835,35.14691529,0.209531871,Scale Up,95.18704404,Predictive,68.66356162,0.001925887,Sigmoid,MSE,74
835,6.638948348,42.87169007,337.2075434,409.1039396,No Action,High Network Traffic,GAN,23.84303321,76.1409504,3.738450809,30.31512499,No Action,43.28913393,Predictive,59.85447228,0.00543291,ReLU,MSE,15
836,16.95522269,79.37434812,114.7960089,143.2944552,Scale Up,High Network Traffic,CNN,19.89438148,82.53321135,47.91823464,50.72119689,Scale Up,82.28152563,Threshold-based,51.5067266,0.0045126,Sigmoid,MSE,58
837,55.21011663,98.09568125,240.2327076,580.5080275,Scale Down,High Memory Usage,LSTM,14.35870245,98.99084697,46.80544374,41.85107925,Scale Down,7.607454995,Threshold-based,21.51366097,0.002243703,ReLU,Cross-Entropy,81
838,94.01646982,17.29149195,562.1917421,910.4113186,Scale Up,High Network Traffic,CNN,10.95730566,79.02837552,72.65636637,99.0668434,Scale Up,62.35223061,Predictive,16.65290783,0.002962882,Leaky ReLU,Cross-Entropy,87
839,82.62754371,98.84166283,615.9396357,975.694272,Scale Down,High CPU Usage,LSTM,6.489397651,82.96555821,51.92716847,20.32181055,Scale Down,35.98318619,Threshold-based,7.700073459,0.003001503,Tanh,MAE,91
840,78.81197146,40.50276406,796.1506179,535.2526395,Scale Up,High CPU Usage,RNN,10.2139861,64.88302139,41.02332482,69.98931019,No Action,36.42150676,Threshold-based,32.49019266,0.009994841,Sigmoid,Cross-Entropy,39
841,63.76475121,1.569049245,735.8896002,434.2444588,Scale Up,High Memory Usage,CNN,8.506848285,90.46885803,63.12286124,27.87422507,Scale Down,15.12716216,Reactive,55.78329132,0.00542882,ReLU,Cross-Entropy,18
842,54.07715063,43.69034989,289.3436337,406.1179741,No Action,High CPU Usage,GAN,22.33084138,96.40438671,44.45141369,77.62554726,No Action,33.46999575,Reactive,94.26522192,0.008785204,ReLU,MSE,32
843,16.53808287,7.903293915,354.1703909,904.032597,No Action,High Network Traffic,RNN,10.39400895,76.54187152,6.409528519,4.458417345,No Action,50.99571695,Predictive,26.74668148,0.002513783,ReLU,MAE,92
844,70.44684883,9.470599069,142.4419958,275.4285722,No Action,High CPU Usage,RNN,11.45087105,81.51752491,58.19683779,39.35357357,Scale Down,85.19186527,Reactive,91.78449194,0.009279616,ReLU,MAE,98
845,26.44787784,91.80112047,355.0480603,101.4720993,Scale Down,High CPU Usage,GAN,3.598379702,60.35951469,44.25046969,18.1758625,Scale Up,58.55924642,Predictive,19.34065123,0.007679025,Sigmoid,MSE,15
846,78.04004559,41.13891989,302.020704,555.0567598,No Action,High CPU Usage,LSTM,15.52835774,58.30509185,71.37380061,22.06702987,Scale Down,81.17845434,Predictive,20.04348848,0.006691477,Tanh,MSE,28
847,74.33199727,65.49931025,892.3376864,977.3679405,Scale Down,High Network Traffic,CNN,12.99248645,88.41690229,82.9908277,24.81343127,No Action,16.28062019,Threshold-based,52.38744518,0.002113947,ReLU,MSE,48
848,84.79309888,40.50704019,505.913646,707.3243928,Scale Up,High CPU Usage,GAN,7.055252637,74.42264616,92.61022882,59.85969491,Scale Up,21.72152861,Predictive,42.79082066,0.004294563,Leaky ReLU,Cross-Entropy,77
849,64.23990687,50.45473197,515.0732406,560.76722,No Action,High Memory Usage,LSTM,17.05059469,73.21559012,32.57888963,79.79500468,No Action,32.17557742,Threshold-based,31.41167134,0.0045499,Tanh,MAE,63
850,52.85256585,96.8867999,956.6372937,942.6864132,No Action,High Network Traffic,LSTM,1.203147334,83.97122067,2.344065592,85.14557917,No Action,76.31724467,Reactive,85.27470822,0.008729228,Leaky ReLU,MAE,7
851,67.9039602,54.28054206,684.6259104,417.0940111,No Action,High Memory Usage,GAN,15.56117218,81.4106538,56.43064361,92.92437201,Scale Up,4.553573859,Reactive,65.1463964,0.008711772,Leaky ReLU,Cross-Entropy,24
852,54.54900604,17.71035868,66.04021297,730.3937788,Scale Down,High Memory Usage,GAN,5.635679394,56.79163501,99.8802142,64.74295163,Scale Down,24.48597469,Threshold-based,89.62999691,0.002934431,Tanh,MSE,42
853,5.752194205,48.17236277,130.0237753,371.485966,Scale Up,High Memory Usage,LSTM,14.89431892,58.39733395,19.76341254,44.18466062,Scale Up,48.79977752,Threshold-based,1.371679855,0.00250195,ReLU,MAE,52
854,56.74701848,93.7365262,529.0586077,476.7588139,Scale Down,High CPU Usage,GAN,10.91519746,54.81109402,74.99992972,36.63589168,Scale Down,17.86214045,Threshold-based,26.46203245,0.004094125,ReLU,Cross-Entropy,97
855,33.11525548,24.15140573,656.2007834,413.2793354,No Action,High Network Traffic,GAN,1.432616235,65.96055799,57.01150432,32.54356277,No Action,4.965111329,Threshold-based,5.718414241,0.008425093,Leaky ReLU,MSE,2
856,30.45538563,18.57774871,598.0308777,856.0764842,Scale Up,High Memory Usage,GAN,14.11297753,99.45017045,28.04080867,75.72361117,No Action,86.16424498,Threshold-based,93.71262692,0.003936257,Sigmoid,MSE,98
857,89.42721368,36.16447891,994.9925167,167.6146919,No Action,High CPU Usage,CNN,6.300157464,75.01616358,38.83009774,95.50553885,Scale Up,53.45904081,Reactive,85.41853841,0.006502009,ReLU,MSE,13
858,45.54584143,80.21482381,875.3539457,51.32442712,No Action,High CPU Usage,GAN,2.478845109,60.99072087,39.65783787,58.53447227,Scale Down,29.80022609,Reactive,86.00631824,0.007458729,Tanh,Cross-Entropy,72
859,76.80187656,55.80851003,255.1586392,129.6161281,Scale Down,High Network Traffic,GAN,21.28855467,76.09754557,53.37173586,47.66968288,No Action,53.27764693,Threshold-based,95.82625993,0.002736521,Tanh,MAE,71
860,12.98725161,10.98809658,94.58693657,637.9632906,Scale Up,High Network Traffic,CNN,6.498536577,78.42090833,37.82571767,85.74240258,No Action,38.73875255,Threshold-based,91.56697006,0.007914801,Tanh,MSE,90
861,8.933536892,46.27724753,363.3300528,894.3124503,Scale Up,High CPU Usage,CNN,15.42985947,74.70213986,65.28356177,48.0851982,Scale Down,72.69461118,Threshold-based,19.0901211,0.00304273,Sigmoid,MAE,67
862,45.46622428,59.7018929,986.6341543,76.7130096,No Action,High Memory Usage,LSTM,6.627609269,92.11235711,62.7019298,77.7454284,Scale Down,86.11234,Reactive,97.56882581,0.009929468,ReLU,MAE,22
863,98.82263788,64.64664431,779.559128,430.1962925,Scale Up,High Memory Usage,CNN,13.51392998,96.2366317,16.80894631,47.24169088,Scale Up,28.76538399,Reactive,67.65666532,0.004168034,Tanh,MSE,92
864,88.16056921,40.81385571,350.002358,444.2289113,Scale Down,High CPU Usage,GAN,19.72989811,93.38547925,85.375732,94.9474953,Scale Down,63.75787747,Threshold-based,93.27643427,0.008583496,ReLU,MSE,98
865,72.93303154,40.32835492,718.1511855,795.6656223,Scale Up,High Memory Usage,GAN,6.171201574,56.29289561,10.60947024,35.34578974,No Action,67.05091951,Reactive,65.40196331,0.009203753,Leaky ReLU,MSE,79
866,98.34362355,66.61852095,612.9643198,184.8903544,No Action,High Memory Usage,RNN,17.74374955,88.15411092,59.99569543,89.38740468,Scale Down,40.82114034,Predictive,82.53406584,0.00538903,Sigmoid,MAE,61
867,54.84721382,13.12556055,722.0568641,939.8458775,Scale Up,High CPU Usage,LSTM,6.940731893,80.2086792,46.59422541,0.407514479,No Action,15.57657307,Threshold-based,92.78591755,0.005288027,Sigmoid,Cross-Entropy,66
868,62.97703765,85.00095159,87.78856929,345.7004544,No Action,High Memory Usage,LSTM,15.10768527,57.91405577,66.24444177,39.56073348,No Action,8.511365463,Predictive,93.29829656,0.008507891,Sigmoid,MSE,32
869,9.814393028,77.33436637,728.9851257,575.0830528,Scale Down,High CPU Usage,LSTM,9.807634142,58.89738429,97.72080941,55.43280803,Scale Down,53.88563935,Threshold-based,37.29239685,0.008524783,Sigmoid,MSE,57
870,97.08667955,28.64459462,106.0068077,953.1083609,Scale Down,High Network Traffic,RNN,16.67175935,88.35608047,94.84273149,66.37669685,Scale Down,30.51647231,Threshold-based,26.49535409,0.005650422,Leaky ReLU,MSE,73
871,20.426009,8.856153022,465.5651109,885.4794112,Scale Up,High CPU Usage,CNN,23.25868552,68.02019839,96.62680218,96.38906177,No Action,0.542036183,Reactive,22.86683301,0.00559526,ReLU,MAE,59
872,19.12285234,74.1462968,221.0869976,73.4923301,No Action,High Memory Usage,RNN,8.090161955,55.80056204,88.93348794,52.11662462,Scale Down,13.37189453,Reactive,91.52127401,0.001131041,Leaky ReLU,MAE,28
873,83.73209118,53.85842299,236.6698835,562.3100287,Scale Up,High Memory Usage,RNN,19.31119717,66.20464582,41.68825383,2.099157316,No Action,43.6428858,Reactive,90.53169791,0.003223327,Sigmoid,MSE,70
874,21.86692393,97.80663735,347.7745984,825.9171768,Scale Down,High Memory Usage,RNN,13.31223953,90.11560097,71.40874838,8.164726073,Scale Down,7.325150535,Predictive,80.84345484,0.008936673,Sigmoid,MSE,52
875,28.425887,37.04680534,528.2999507,292.7257196,Scale Down,High Memory Usage,CNN,23.38267804,73.88303358,26.16490469,63.96147919,Scale Up,61.27266311,Predictive,46.14674424,0.001207552,Leaky ReLU,MSE,3
876,55.53846906,86.48548096,15.31740748,476.2597187,Scale Up,High Memory Usage,CNN,3.281415128,98.79345809,42.70278999,50.98151008,No Action,85.15055371,Reactive,78.69676939,0.009911893,Tanh,MSE,82
877,66.73568108,68.98590566,9.399079285,333.4877143,Scale Up,High Memory Usage,GAN,19.99393746,99.05663683,16.00227837,53.74297169,Scale Up,61.70450564,Predictive,31.48589628,0.004298609,Leaky ReLU,MAE,57
878,98.81035767,39.69999231,724.5910666,739.0271971,No Action,High CPU Usage,RNN,15.66948163,62.30966189,2.018505982,13.91049991,No Action,69.39276898,Threshold-based,90.39450682,0.002745611,Sigmoid,MSE,99
879,8.940121821,63.18265056,513.6816415,287.0486505,Scale Down,High CPU Usage,CNN,1.264911199,85.86688661,57.23488377,48.06177981,Scale Up,1.076211684,Predictive,26.76520592,0.009988225,Sigmoid,MAE,93
880,47.54531146,68.81659042,853.3544936,853.8244289,Scale Down,High Network Traffic,GAN,16.65431527,88.04968178,72.743041,70.69791014,Scale Down,17.363747,Reactive,17.60431023,0.009227269,ReLU,MAE,53
881,52.49152886,70.58575127,577.9881606,485.6785672,Scale Up,High Network Traffic,RNN,23.87135146,64.76748659,56.20310604,96.12853212,Scale Down,55.58577368,Threshold-based,88.9996625,0.004986814,Leaky ReLU,Cross-Entropy,87
882,92.43746782,20.65863786,42.37310634,822.3801981,No Action,High Memory Usage,RNN,1.603249181,62.8877748,28.70143106,73.98492172,Scale Down,81.71197081,Reactive,69.0911234,0.006176464,Tanh,MSE,91
883,58.70576576,34.97748336,519.3902927,789.9204921,Scale Up,High CPU Usage,CNN,23.65261395,90.4546198,72.29894041,79.10461652,Scale Down,97.97066411,Threshold-based,62.14677594,0.008349424,Tanh,Cross-Entropy,74
884,17.73183341,14.15340867,817.3167779,203.5110177,Scale Up,High CPU Usage,GAN,9.246795124,67.38640016,11.54179279,6.216811511,No Action,33.31502133,Reactive,54.46055574,0.009587483,Tanh,Cross-Entropy,91
885,57.55045405,4.991555377,989.5933719,236.2646947,Scale Down,High Network Traffic,GAN,18.7355978,90.33505253,32.93757856,98.3123749,No Action,77.59998692,Predictive,30.6025019,0.001179411,ReLU,MAE,28
886,87.92166916,69.21938046,254.2830698,222.7651208,Scale Down,High CPU Usage,RNN,22.15293907,71.40372782,69.22928706,82.41122668,Scale Up,53.82675695,Predictive,7.462509394,0.001112829,Tanh,Cross-Entropy,38
887,86.02564198,72.3468635,295.9931242,404.2651282,Scale Down,High Network Traffic,RNN,8.840753999,81.36342106,58.58193908,54.57931543,Scale Up,63.61437849,Reactive,51.2546461,0.009569951,ReLU,Cross-Entropy,56
888,12.62941288,11.46501685,181.3457567,461.3648265,Scale Up,High Memory Usage,RNN,9.209518798,72.1939773,95.29806496,61.79011586,Scale Up,51.79258262,Predictive,3.254243398,0.008957179,Tanh,MSE,55
889,57.47516494,78.091191,534.0552496,533.3301848,Scale Down,High Memory Usage,CNN,21.36280139,52.00677374,52.32952757,33.22596298,Scale Up,49.15243579,Reactive,28.61213865,0.008087888,ReLU,Cross-Entropy,91
890,19.87837746,92.89838262,460.4718953,842.9760868,Scale Up,High Network Traffic,GAN,17.76562006,82.70456043,95.18036498,34.38702223,No Action,71.16183626,Reactive,78.54512098,0.007957146,Sigmoid,MSE,84
891,96.32386062,51.83143578,98.91364213,871.1838439,No Action,High Network Traffic,RNN,1.081207319,93.97887613,6.035817336,0.649490922,Scale Up,93.52924497,Reactive,1.48708902,0.00837209,ReLU,Cross-Entropy,19
892,73.47636045,38.99793311,141.3061471,446.9044821,Scale Up,High Network Traffic,CNN,20.11854617,51.74835303,72.79618187,46.22574621,Scale Down,5.488886708,Predictive,1.884355864,0.004585352,Tanh,Cross-Entropy,94
893,23.14774237,82.75182637,345.1961189,718.1532322,No Action,High CPU Usage,CNN,1.522124639,67.18857005,12.44361791,31.82483929,Scale Up,86.30307328,Threshold-based,49.01105148,0.002612637,Leaky ReLU,Cross-Entropy,76
894,1.960154192,90.58996289,244.6398566,695.5477007,Scale Down,High Memory Usage,RNN,21.00884493,61.36119131,78.59337135,24.33391211,Scale Up,29.15927296,Reactive,93.39267398,0.005265676,Tanh,MSE,50
895,6.235742637,9.230720728,532.4274299,492.8779604,No Action,High Memory Usage,LSTM,18.35175528,64.24920064,34.88828827,19.75827287,Scale Up,90.22549544,Threshold-based,39.10132535,0.006890774,ReLU,MSE,56
896,4.465238766,28.83879828,198.1461789,965.9754444,No Action,High Network Traffic,LSTM,9.592946752,54.66034852,68.6022711,54.83925319,Scale Down,93.57714791,Threshold-based,82.41325228,0.0068769,ReLU,MAE,6
897,31.66602162,9.310114561,44.79509647,989.0784896,Scale Up,High Network Traffic,RNN,19.07799149,98.24584675,4.979222457,68.10488764,No Action,93.82605563,Threshold-based,57.76499849,0.007633031,ReLU,MSE,55
898,54.0348846,2.227736607,525.7717524,867.5758246,Scale Up,High Network Traffic,RNN,8.35264086,54.05360197,42.96802778,68.14627859,No Action,12.35417095,Predictive,76.4828812,0.008627145,Leaky ReLU,Cross-Entropy,36
899,45.84669131,38.77459975,174.2971065,933.6835642,No Action,High CPU Usage,CNN,20.17579909,99.73678458,22.87129363,94.88193192,Scale Up,2.393734201,Reactive,39.28313888,0.007109589,Sigmoid,MAE,50
900,37.73886604,6.281292192,376.4540756,174.3921419,No Action,High Memory Usage,LSTM,14.65256159,75.47268098,34.3757362,15.27836154,No Action,27.4573766,Predictive,57.77765188,0.005959814,Sigmoid,Cross-Entropy,19
901,12.56856215,90.81031794,429.8586217,179.3939299,No Action,High Memory Usage,LSTM,11.17547766,58.04736842,99.32190057,34.3530056,Scale Down,50.35972953,Threshold-based,2.149560948,0.003027433,ReLU,Cross-Entropy,18
902,78.49057477,35.86950596,680.2213548,149.393907,Scale Up,High Network Traffic,CNN,1.696261708,55.65021581,7.593158797,75.92825245,Scale Down,67.25636401,Predictive,9.488471956,0.007025785,Tanh,MAE,20
